Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,Zhang,Xiang (Shawn),Zhang X,Xiang (Shawn) Zhang,Houston,USA,(Blank),(Blank),"University of Washington
",(Blank),(Blank),https://www.sabcs.org/Program/Daily-Schedule/Day-3,,,,39th Annual San Antonio Breast Cancer Symposium,2016,Mini-Symposium,"Harnessing the Immune System in Breast Cancer Therapies
",Moderator,,,,,,,,,,,,,,,,,,,,,,,,
,Zhang,Zhen,Zhang Z,Zhen Zhang,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/7400/5671?media=sl,,,,2015 ASCO Annual Meeting,2015,Education Session,Short-Course vs Long-Course Radiation Therapy for Rectal Cancer,Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zick,Suzanna M,Zick S,Suzanna M Zick,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.gotoper.com/conferences/sobo/meetings/13th-Annual-School-of-Breast-Oncology/agenda,,,,13th Annual School of Breast Oncology,2015,Program,Alternative and Complementary Therapies,Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zimmerman,Collin Thomas,Zimmerman C,Collin Thomas Zimmerman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/9138/1327?media=sl,,,,2016 ASCO Annual Meeting,2016,Education Session,How to Integrate ASCO University Into Your Program,Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zitvogel,Laurence,Zitvogel L,Laurence Zitvogel,(Blank),USA,(Blank),(Blank),"University of Illinois at Urbana-Champaign
",(Blank),(Blank),https://www.sabcs.org/Program/Daily-Schedule/Day-3,,,,39th Annual San Antonio Breast Cancer Symposium,2016,Program,"Mechanstic basis for immunotherapy
",Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zon,Robin,Zon R,Robin Zon,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/9116/5671?media=sl,,,,2016 ASCO Annual Meeting,2016,Extended Education Session,Practicing in the Age of Value-Based Clinical Pathways,Chair,,,,,,,,,,,,,,,,,,,,,,,,
,Zon,Robin,Zon R,Robin Zon,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/9114/5671?media=sl,,,,2016 ASCO Annual Meeting,2016,Education Session,How to Prepare,Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zon,Robin,Zon R,Robin Zon,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/7325/1327?media=sl,,,,2015 ASCO Annual Meeting,2015,Extended Education Session,Administrative Burdens in Oncology,Chair,,,,,,,,,,,,,,,,,,,,,,,,
,Zon,Robin,Zon R,Robin Zon,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://meetinglibrary.asco.org/presentationBySession/7325/1327?media=sl,,,,2015 ASCO Annual Meeting,2015,Extended Education Session,Growing Concern of Administrative Burdens in Practice,Chair,,,,,,,,,,,,,,,,,,,,,,,,
,Zou,Lee,Zou L,Lee Zou,(Blank),USA,(Blank),(Blank),"US Food and Drug Administration
",(Blank),(Blank),https://www.sabcs.org/Program/Daily-Schedule/Day-4,,,,39th Annual San Antonio Breast Cancer Symposium,2016,Program,"APOBEC activity in cancer cells confers susceptibility to ATR inhibition
",Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zucker,Shoshanna N,Zucker S,Shoshanna N Zucker,Buffalo,USA,(Blank),(Blank),US Oncology,(Blank),(Blank),http://madridge.com/conferences-cms/pdfs/33_program.pdf,,,,2nd International Cancer Study & Therapy Conference,2017,Program,"Growth, migration, and stress: Filling in the “gap”",Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Zujewski,Jo Anne,Zujewski J,Jo Anne Zujewski,(Blank),USA,(Blank),(Blank),University of Pittsburgh,(Blank),(Blank),https://www.breastsurgeons.org/docs2016/2016_ASBrSFinalProgram.pdf,,,,American Society of Breast Surgeons Annual Meeting,2016,General Session,National Cancer Institute Vision for Future of Clinical Trials in Breast Cancer,Speaker,,,,,,,,,,,,,,,,,,,,,,,,
,Abramson,Vandana Gupta,Abramson V,Vandana Gupta Abramson,Nashville,USA,Associate Professor of Medicine (Hematology/Oncology),(Blank),Vanderbilt-Ingram Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.8609,,,,,,,,,,,,"Role of Patient and Disease Factors in Adjuvant Systemic Therapy Decision Making for Early-Stage, Operable Breast Cancer: American Society of Clinical Oncology Endorsement of Cancer Care Ontario Guideline Recommendations",2016,Author,,,,,,,,,,,,,,,,,,
,Allison,Kimberly H,Allison K,Kimberly H Allison,Stanford,USA,(Blank),(Blank),Stanford University Medical Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.8609,,,,,,,,,,,,"Role of Patient and Disease Factors in Adjuvant Systemic Therapy Decision Making for Early-Stage, Operable Breast Cancer: American Society of Clinical Oncology Endorsement of Cancer Care Ontario Guideline Recommendations",2016,Author,,,,,,,,,,,,,,,,,,
,Allison,Kimberly H,Allison K,Kimberly H Allison,Stanford,USA,(Blank),(Blank),Stanford University Medical Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.50.9984,,,,,,,,,,,,Recommendations for Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: American Society of Clinical Oncology/College of American Pathologists Clinical Practice Guideline Update,2013,Author,,,,,,,,,,,,,,,,,,
,Allred,Donald C,Allred D,Donald C Allred,St Louis,USA,(Blank),(Blank),Washington University School of Medicine,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.50.9984,,,,,,,,,,,,Recommendations for Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: American Society of Clinical Oncology/College of American Pathologists Clinical Practice Guideline Update,2013,Author,,,,,,,,,,,,,,,,,,
,Anders,Carey K,Anders C,Carey K Anders,Chapel Hill,USA,(Blank),(Blank),University of North Carolina,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.8609,,,,,,,,,,,,"Role of Patient and Disease Factors in Adjuvant Systemic Therapy Decision Making for Early-Stage, Operable Breast Cancer: American Society of Clinical Oncology Endorsement of Cancer Care Ontario Guideline Recommendations",2016,Author,,,,,,,,,,,,,,,,,,
,Anderson,Benjamin O,Anderson B,Benjamin O Anderson,Seattle,USA,(Blank),(Blank),University of Washington School of Medicine,(Blank),(Blank),http://www.24hmb.com/voimages/web_image//upload/file/20140422/72881398143429924.pdf,,,,,,,,,,,,NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines) Breast Cancer,2014,Vice-Chair,,,,,,,,,,,,,,,,,,
,Anderson,Holly,Anderson H,Holly Anderson,Rochester,USA,(Blank),(Blank),Breast Cancer Coalition of Rochester,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.9573,,,,,,,,,,,,Adjuvant Endocrine Therapy for Women With Hormone Receptor–Positive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline Update on Ovarian Suppression,,Author,,,,,,,,,,,,,,,,,,
,Andrews,Kimberly,Andrews K,Kimberly Andrews,Atlanta,USA,(Blank),(Blank),American Cancer Society,(Blank),(Blank),http://jamanetwork.com/journals/jama/fullarticle/2463262,,,,,,,,,,,,Breast Cancer Screening for Women at Average Risk 2015 Guideline Update From the American Cancer Society,2015,Author,,,,,,,,,,,,,,,,,,
,Bailey,Lisa,Bailey L,Lisa Bailey,Berkeley,USA,Co-Director,Breast Cancer Program,Alta Bates Summit Medical Center,(Blank),(Blank),https://acsearch.acr.org/docs/69496/Narrative/,,,,,,,,,,,,ACR Appropriateness Criteria® stage I breast cancer: initial workup and surveillance for local recurrence and distant metastases in asymptomatic women,2016,Author,,,,,,,,,,,,,,,,,,
,Bantug,Elissa T,Bantug E,Elissa T Bantug,Baltimore,USA,(Blank),(Blank),John Hopkins Medicine,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.49.3122,,,,,,,,,,,,Use of Pharmacologic Interventions for Breast Cancer Risk Reduction: American Society of Clinical Oncology Clinical Practice Guideline,2013,Author,,,,,,,,,,,,,,,,,,
,Barton,Debra L,Barton D,Debra L Barton,Ann Arbor,USA,(Blank),(Blank),University of Michigan School of Nursing,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.67.1487,,,,,,,,,,,,Endocrine Therapy for Hormone Receptor–Positive Metastatic Breast Cancer: American Society of Clinical Oncology Guideline,2016,Author,,,,,,,,,,,,,,,,,,
,Bast,Robert C,Bast R,Robert C Bast,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.2289,,,,,,,,,,,,Use of Biomarkers to Guide Decisions on Adjuvant Systemic Therapy for Women With Early-Stage Invasive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2016,Author,,,,,,,,,,,,,,,,,,
,Bast,Robert C,Bast R,Robert C Bast,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.61.1459,,,,,,,,,,,,Use of Biomarkers to Guide Decisions on Systemic Therapy for Women With Metastatic Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2016,Author,,,,,,,,,,,,,,,,,,
,Blair,Sarah L,Blair S,Sarah L Blair,San Diego,USA,(Blank),(Blank),Mayo Clinic,(Blank),(Blank),http://www.24hmb.com/voimages/web_image//upload/file/20140422/72881398143429924.pdf,,,,,,,,,,,,NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines) Breast Cancer,2014,Author,,,,,,,,,,,,,,,,,,
,Blanchette,Phillip S,Blanchette P,Phillip S Blanchette,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.70.7257,,,,,,,,,,,,Use of Adjuvant Bisphosphonates and Other Bone-Modifying Agents in Breast Cancer: A Cancer Care Ontario and American Society of Clinical Oncology Clinical Practice Guideline,2017,Author,,,,,,,,,,,,,,,,,,
,Bosserman,Linda D,Bosserman L,Linda D Bosserman,(Blank),USA,(Blank),(Blank),Targeted Medical Education,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.71.0947,,,,,,,,,,,,Sentinel Lymph Node Biopsy for Patients With Early-Stage Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline Update,2017,Author,,,,,,,,,,,,,,,,,,
,Brawley,Otis W,Brawley O,Otis W Brawley,Atlanta,USA,Professor,(Blank),Emory University,(Blank),(Blank),http://jamanetwork.com/journals/jama/fullarticle/2463262,,,,,,,,,,,,Breast Cancer Screening for Women at Average Risk 2015 Guideline Update From the American Cancer Society,2015,Author,,,,,,,,,,,,,,,,,,
,Brown,Powel H,Brown P,Powel H Brown,Houston,USA,(Blank),(Blank),University of Texas M.D. Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.49.3122,,,,,,,,,,,,Use of Pharmacologic Interventions for Breast Cancer Risk Reduction: American Society of Clinical Oncology Clinical Practice Guideline,2013,Author,,,,,,,,,,,,,,,,,,
,Brundage,Shelley B,Brundage S,Shelley B Brundage,Washington,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2014.56.7479,,,,,,,,,,,,Chemotherapy and Targeted Therapy for Women With Human Epidermal Growth Factor Receptor 2–Negative (or unknown) Advanced Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Patient Representative,,,,,,,,,,,,,,,,,,
,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.9573,,,,,,,,,,,,Adjuvant Endocrine Therapy for Women With Hormone Receptor–Positive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline Update on Ovarian Suppression,,Author,,,,,,,,,,,,,,,,,,
,Buchholz,Thomas A,Buchholz T,Thomas A Buchholz,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2014.55.1572,,,,,,,,,,,,Margins for Breast-Conserving Surgery With Whole-Breast Irradiation in Stage I and II Invasive Breast Cancer: American Society of Clinical Oncology Endorsement of the Society of Surgical Oncology/American Society for Radiation Oncology Consensus Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Burstein,Harold J,Burstein H,Harold J Burstein,Boston,USA,(Blank),(Blank),Dana-Farber Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.67.1487,,,,,,,,,,,,Endocrine Therapy for Hormone Receptor–Positive Metastatic Breast Cancer: American Society of Clinical Oncology Guideline,2016,Author,,,,,,,,,,,,,,,,,,
,Burstein,Harold J,Burstein H,Harold J Burstein,Boston,USA,(Blank),(Blank),Dana-Farber Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.9573,,,,,,,,,,,,Adjuvant Endocrine Therapy for Women With Hormone Receptor–Positive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline Update on Ovarian Suppression,,Author,,,,,,,,,,,,,,,,,,
,Burstein,Harold J,Burstein H,Harold J Burstein,Boston,USA,(Blank),(Blank),Dana-Farber Cancer Center,(Blank),(Blank),http://www.24hmb.com/voimages/web_image//upload/file/20140422/72881398143429924.pdf,,,,,,,,,,,,NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines) Breast Cancer,2014,Author,,,,,,,,,,,,,,,,,,
,Cannady,Rachel S,Cannady R,Rachel S Cannady,Atlanta,USA,(Blank),(Blank),American Cancer Society,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.64.3809,,,,,,,,,,,,American Cancer Society/American Society of Clinical Oncology Breast Cancer Survivorship Care Guideline,2015,Author,,,,,,,,,,,,,,,,,,
,Carey,Lisa A,Carey L,Lisa A Carey,Chapel Hill,USA,Richardson and Marilyn Jacobs Preyer Distinguished Professor,Breast Cancer Research,University of North Carolina,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2014.56.7479,,,,,,,,,,,,Chemotherapy and Targeted Therapy for Women With Human Epidermal Growth Factor Receptor 2–Negative (or unknown) Advanced Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Chandarlapaty,Sarat,Chandarlapaty S,Sarat Chandarlapaty,New York,USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.54.0948,,,,,,,,,,,,Systemic Therapy for Patients With Advanced Human Epidermal Growth Factor Receptor 2–Positive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Chandarlapaty,Sarat,Chandarlapaty S,Sarat Chandarlapaty,New York,USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/abs/10.1200/jco.2013.54.0955,,,,,,,,,,,,Recommendations on Disease Management for Patients With Advanced Human Epidermal Growth Factor Receptor 2–Positive Breast Cancer and Brain Metastases: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Chavez-MacGregor,Mariana,Chavez-MacGregor M,Mariana Chavez-MacGregor,Houston,USA,(Blank),(Blank),University of Texas MD Anderson Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.68.3573,,,,,,,,,,,,Society of Surgical Oncology–American Society for Radiation Oncology–American Society of Clinical Oncology Consensus Guideline on Margins for Breast-Conserving Surgery With Whole-Breast Irradiation in Ductal Carcinoma In Situ,,Author,,,,,,,,,,,,,,,,,,
,Chingos,Diana T,Chingos D,Diana T Chingos,Los Angeles,USA,(Blank),(Blank),University of Southern California,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.8609,,,,,,,,,,,,"Role of Patient and Disease Factors in Adjuvant Systemic Therapy Decision Making for Early-Stage, Operable Breast Cancer: American Society of Clinical Oncology Endorsement of Cancer Care Ontario Guideline Recommendations",2016,Author,,,,,,,,,,,,,,,,,,
,Church,Timothy R,Church T,Timothy R Church,Minneapolis,USA,(Blank),(Blank),Masonic Cancer Center,(Blank),(Blank),http://jamanetwork.com/journals/jama/fullarticle/2463262,,,,,,,,,,,,Breast Cancer Screening for Women at Average Risk 2015 Guideline Update From the American Cancer Society,2015,Author,,,,,,,,,,,,,,,,,,
,Clemons,Mark J,Clemons M,Mark J Clemons,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.70.7257,,,,,,,,,,,,Use of Adjuvant Bisphosphonates and Other Bone-Modifying Agents in Breast Cancer: A Cancer Care Ontario and American Society of Clinical Oncology Clinical Practice Guideline,2017,Author,,,,,,,,,,,,,,,,,,
,Col,Nananda F,Col N,Nananda F Col,Biddeford,USA,(Blank),(Blank),University of New England,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.49.3122,,,,,,,,,,,,Use of Pharmacologic Interventions for Breast Cancer Risk Reduction: American Society of Clinical Oncology Clinical Practice Guideline,2013,Author,,,,,,,,,,,,,,,,,,
,Collyar,Deborah E,Collyar D,Deborah E Collyar,(Blank),USA,(Blank),(Blank),"Mayo Clinic
",(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.65.2289,,,,,,,,,,,,Use of Biomarkers to Guide Decisions on Adjuvant Systemic Therapy for Women With Early-Stage Invasive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2016,Patient Advocates in Research,,,,,,,,,,,,,,,,,,
,Come,Steven E,Come S,Steven E Come,Boston,USA,(Blank),(Blank),Beth Israel Deaconess Medical Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2014.56.7479,,,,,,,,,,,,Chemotherapy and Targeted Therapy for Women With Human Epidermal Growth Factor Receptor 2–Negative (or unknown) Advanced Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Connolly,Hannah Klein,Connolly H,Hannah Klein Connolly,Edina,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2016.67.1487,,,,,,,,,,,,Endocrine Therapy for Hormone Receptor–Positive Metastatic Breast Cancer: American Society of Clinical Oncology Guideline,2016,Patient Representative,,,,,,,,,,,,,,,,,,
,Cowens-Alvarado,Rebecca L,Cowens-Alvarado R,Rebecca L Cowens-Alvarado,Atlanta,USA,(Blank),(Blank),American Cancer Society,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.64.3809,,,,,,,,,,,,American Cancer Society/American Society of Clinical Oncology Breast Cancer Survivorship Care Guideline,2015,Author,,,,,,,,,,,,,,,,,,
,Crews,Jennie R,Crews J,Jennie R Crews,Bellingham,USA,Seattle Cancer Care Alliance Network,Medical Director,Seattle Cancer Care Alliance,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2013.54.0948,,,,,,,,,,,,Systemic Therapy for Patients With Advanced Human Epidermal Growth Factor Receptor 2–Positive Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Crews,Jennie R,Crews J,Jennie R Crews,Bellingham,USA,Seattle Cancer Care Alliance Network,Medical Director,Seattle Cancer Care Alliance,(Blank),(Blank),http://ascopubs.org/doi/abs/10.1200/jco.2013.54.0955,,,,,,,,,,,,Recommendations on Disease Management for Patients With Advanced Human Epidermal Growth Factor Receptor 2–Positive Breast Cancer and Brain Metastases: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
,Cristofanilli,Massimo,Cristofanilli M,Massimo Cristofanilli,Philadelphia,USA,(Blank),(Blank),Sidney Kimmel Cancer Center,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/JCO.2015.61.1459,,,,,,,,,,,,Use of Biomarkers to Guide Decisions on Systemic Therapy for Women With Metastatic Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2016,Author,,,,,,,,,,,,,,,,,,
,Cry,Amy,Cry A,Amy Cry,St. Louis,USA,(Blank),(Blank),Siteman Cancer Center at Barnes-Jewish Hospital,(Blank),(Blank),http://www.24hmb.com/voimages/web_image//upload/file/20140422/72881398143429924.pdf,,,,,,,,,,,,NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines) Breast Cancer,2014,Author,,,,,,,,,,,,,,,,,,
,D’Orsi,Carl,D’Orsi C,Carl D’Orsi,Atlanta,USA,(Blank),(Blank),Emory University Hospital,(Blank),(Blank),https://acsearch.acr.org/docs/69496/Narrative/,,,,,,,,,,,,ACR Appropriateness Criteria® stage I breast cancer: initial workup and surveillance for local recurrence and distant metastases in asymptomatic women,2016,Author,,,,,,,,,,,,,,,,,,
,Danso,Michael A,Danso M,Michael A Danso,Norfolk,USA,(Blank),(Blank),Virginia Oncology Associates,(Blank),(Blank),http://ascopubs.org/doi/full/10.1200/jco.2014.56.7479,,,,,,,,,,,,Chemotherapy and Targeted Therapy for Women With Human Epidermal Growth Factor Receptor 2–Negative (or unknown) Advanced Breast Cancer: American Society of Clinical Oncology Clinical Practice Guideline,2014,Author,,,,,,,,,,,,,,,,,,
